log_timestamp_utc,event_type,frame_seq_recv,rssi_dbm,notes,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,ack_seq_sent,ack_type_sent_hex,is_decoded_ts_valid,calculated_latency_ms,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-13T08:50:32.570+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,126,0x55,,,,,,,,,,,,,,,
2025-06-13T08:50:48.580+00:00Z,CTRL_PKT_RECV,127,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:50:48.590+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,127,0x55,,,,,,,,,,,,,,,
2025-06-13T08:51:04.602+00:00Z,CTRL_PKT_RECV,128,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:51:04.614+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,128,0x55,,,,,,,,,,,,,,,
2025-06-13T08:51:20.625+00:00Z,CTRL_PKT_RECV,129,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:51:20.638+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,129,0x55,,,,,,,,,,,,,,,
2025-06-13T08:51:36.648+00:00Z,CTRL_PKT_RECV,130,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:51:36.658+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,130,0x55,,,,,,,,,,,,,,,
2025-06-13T08:51:52.671+00:00Z,CTRL_PKT_RECV,131,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:51:52.682+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,131,0x55,,,,,,,,,,,,,,,
2025-06-13T08:52:08.679+00:00Z,CTRL_PKT_RECV,132,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:52:08.690+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,132,0x55,,,,,,,,,,,,,,,
2025-06-13T08:52:24.686+00:00Z,CTRL_PKT_RECV,133,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:52:24.698+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,133,0x55,,,,,,,,,,,,,,,
2025-06-13T08:52:40.707+00:00Z,CTRL_PKT_RECV,134,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:52:40.718+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,134,0x55,,,,,,,,,,,,,,,
2025-06-13T08:52:56.730+00:00Z,CTRL_PKT_RECV,135,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:52:56.742+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,135,0x55,,,,,,,,,,,,,,,
2025-06-13T08:53:12.738+00:00Z,CTRL_PKT_RECV,136,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:53:12.750+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,136,0x55,,,,,,,,,,,,,,,
2025-06-13T08:53:28.760+00:00Z,CTRL_PKT_RECV,137,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:53:28.770+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,137,0x55,,,,,,,,,,,,,,,
2025-06-13T08:53:44.787+00:00Z,CTRL_PKT_RECV,138,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:53:44.798+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,138,0x55,,,,,,,,,,,,,,,
2025-06-13T08:54:00.810+00:00Z,CTRL_PKT_RECV,139,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:54:00.822+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,139,0x55,,,,,,,,,,,,,,,
2025-06-13T08:54:16.833+00:00Z,CTRL_PKT_RECV,140,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:54:16.846+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,140,0x55,,,,,,,,,,,,,,,
2025-06-13T08:54:32.856+00:00Z,CTRL_PKT_RECV,141,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:54:32.866+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,141,0x55,,,,,,,,,,,,,,,
2025-06-13T08:54:48.865+00:00Z,CTRL_PKT_RECV,142,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:54:48.878+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,142,0x55,,,,,,,,,,,,,,,
2025-06-13T08:55:04.886+00:00Z,CTRL_PKT_RECV,143,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:55:04.898+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,143,0x55,,,,,,,,,,,,,,,
2025-06-13T08:55:20.910+00:00Z,CTRL_PKT_RECV,144,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:55:20.922+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,144,0x55,,,,,,,,,,,,,,,
2025-06-13T08:55:36.933+00:00Z,CTRL_PKT_RECV,145,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:55:36.942+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,145,0x55,,,,,,,,,,,,,,,
2025-06-13T08:55:52.956+00:00Z,CTRL_PKT_RECV,146,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:55:52.966+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,146,0x55,,,,,,,,,,,,,,,
2025-06-13T08:56:08.979+00:00Z,CTRL_PKT_RECV,147,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:56:08.990+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,147,0x55,,,,,,,,,,,,,,,
2025-06-13T08:56:25.003+00:00Z,CTRL_PKT_RECV,148,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:56:25.014+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,148,0x55,,,,,,,,,,,,,,,
2025-06-13T08:56:41.026+00:00Z,CTRL_PKT_RECV,149,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:56:41.038+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,149,0x55,,,,,,,,,,,,,,,
2025-06-13T08:56:57.050+00:00Z,CTRL_PKT_RECV,150,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:56:57.062+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,150,0x55,,,,,,,,,,,,,,,
2025-06-13T08:57:00.261+00:00Z,DATA_FRAME_RECV,150,-104,,,25,24,,,,,,,,,,,,,,,,,
2025-06-13T08:57:00.270+00:00Z,DATA_ACK_SENT,,,,,,,150,0xaa,,,,,,,,,,,,,,,
2025-06-13T08:57:00.272+00:00Z,DECODE_SUCCESS_DUMMY,150,-104,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-13T08:57:15.422+00:00Z,CTRL_PKT_RECV,151,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:57:15.434+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,151,0x55,,,,,,,,,,,,,,,
2025-06-13T08:57:31.443+00:00Z,CTRL_PKT_RECV,152,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:57:31.454+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,152,0x55,,,,,,,,,,,,,,,
2025-06-13T08:57:47.467+00:00Z,CTRL_PKT_RECV,153,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:57:47.478+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,153,0x55,,,,,,,,,,,,,,,
2025-06-13T08:58:03.480+00:00Z,CTRL_PKT_RECV,154,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:58:03.490+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,154,0x55,,,,,,,,,,,,,,,
2025-06-13T08:58:19.502+00:00Z,CTRL_PKT_RECV,155,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:58:19.514+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,155,0x55,,,,,,,,,,,,,,,
2025-06-13T08:58:35.525+00:00Z,CTRL_PKT_RECV,156,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:58:35.538+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,156,0x55,,,,,,,,,,,,,,,
2025-06-13T08:58:51.549+00:00Z,CTRL_PKT_RECV,157,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:58:51.558+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,157,0x55,,,,,,,,,,,,,,,
2025-06-13T08:59:07.572+00:00Z,CTRL_PKT_RECV,158,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:59:07.582+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,158,0x55,,,,,,,,,,,,,,,
2025-06-13T08:59:23.597+00:00Z,CTRL_PKT_RECV,159,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:59:23.610+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,159,0x55,,,,,,,,,,,,,,,
2025-06-13T08:59:39.619+00:00Z,CTRL_PKT_RECV,160,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:59:39.630+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,160,0x55,,,,,,,,,,,,,,,
2025-06-13T08:59:55.628+00:00Z,CTRL_PKT_RECV,161,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T08:59:55.638+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,161,0x55,,,,,,,,,,,,,,,
2025-06-13T09:00:11.650+00:00Z,CTRL_PKT_RECV,162,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:00:11.662+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,162,0x55,,,,,,,,,,,,,,,
2025-06-13T09:00:27.673+00:00Z,CTRL_PKT_RECV,163,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:00:27.686+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,163,0x55,,,,,,,,,,,,,,,
2025-06-13T09:00:43.697+00:00Z,CTRL_PKT_RECV,164,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:00:43.710+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,164,0x55,,,,,,,,,,,,,,,
2025-06-13T09:00:59.721+00:00Z,CTRL_PKT_RECV,165,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:00:59.734+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,165,0x55,,,,,,,,,,,,,,,
2025-06-13T09:01:15.742+00:00Z,CTRL_PKT_RECV,166,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:01:15.754+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,166,0x55,,,,,,,,,,,,,,,
2025-06-13T09:01:31.764+00:00Z,CTRL_PKT_RECV,167,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:01:31.774+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,167,0x55,,,,,,,,,,,,,,,
2025-06-13T09:01:34.974+00:00Z,DATA_FRAME_RECV,167,-104,,,25,24,,,,,,,,,,,,,,,,,
2025-06-13T09:01:34.986+00:00Z,DATA_ACK_SENT,,,,,,,167,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:01:34.987+00:00Z,DECODE_SUCCESS_DUMMY,167,-104,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:01:38.316+00:00Z,CTRL_PKT_RECV,168,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:01:38.326+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,168,0x55,,,,,,,,,,,,,,,
2025-06-13T09:01:55.347+00:00Z,CTRL_PKT_RECV,170,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:01:55.358+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,170,0x55,,,,,,,,,,,,,,,
2025-06-13T09:02:11.356+00:00Z,CTRL_PKT_RECV,171,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:02:11.366+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,171,0x55,,,,,,,,,,,,,,,
2025-06-13T09:02:27.378+00:00Z,CTRL_PKT_RECV,172,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:02:27.390+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,172,0x55,,,,,,,,,,,,,,,
2025-06-13T09:02:43.402+00:00Z,CTRL_PKT_RECV,173,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:02:43.414+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,173,0x55,,,,,,,,,,,,,,,
2025-06-13T09:02:59.426+00:00Z,CTRL_PKT_RECV,174,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:02:59.438+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,174,0x55,,,,,,,,,,,,,,,
2025-06-13T09:03:15.436+00:00Z,CTRL_PKT_RECV,175,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:03:15.446+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,175,0x55,,,,,,,,,,,,,,,
2025-06-13T09:03:18.646+00:00Z,DATA_FRAME_RECV,175,-104,,,25,24,,,,,,,,,,,,,,,,,
2025-06-13T09:03:18.658+00:00Z,DATA_ACK_SENT,,,,,,,175,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:03:18.660+00:00Z,DECODE_SUCCESS_DUMMY,175,-104,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:03:21.988+00:00Z,CTRL_PKT_RECV,176,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:03:21.998+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,176,0x55,,,,,,,,,,,,,,,
2025-06-13T09:03:39.017+00:00Z,CTRL_PKT_RECV,178,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:03:39.030+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,178,0x55,,,,,,,,,,,,,,,
2025-06-13T09:03:42.227+00:00Z,DATA_FRAME_RECV,178,-104,,,25,24,,,,,,,,,,,,,,,,,
2025-06-13T09:03:42.238+00:00Z,DATA_ACK_SENT,,,,,,,178,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:03:42.239+00:00Z,DECODE_SUCCESS_DUMMY,178,-104,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:03:45.569+00:00Z,CTRL_PKT_RECV,179,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:03:45.582+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,179,0x55,,,,,,,,,,,,,,,
2025-06-13T09:04:02.601+00:00Z,CTRL_PKT_RECV,181,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:04:02.614+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,181,0x55,,,,,,,,,,,,,,,
2025-06-13T09:04:18.624+00:00Z,CTRL_PKT_RECV,182,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:04:18.634+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,182,0x55,,,,,,,,,,,,,,,
2025-06-13T09:04:21.834+00:00Z,DATA_FRAME_RECV,182,-104,,,25,24,,,,,,,,,,,,,,,,,
2025-06-13T09:04:21.846+00:00Z,DATA_ACK_SENT,,,,,,,182,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:04:21.847+00:00Z,DECODE_SUCCESS_DUMMY,182,-104,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:04:36.997+00:00Z,CTRL_PKT_RECV,183,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:04:37.010+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,183,0x55,,,,,,,,,,,,,,,
2025-06-13T09:04:40.207+00:00Z,DATA_FRAME_RECV,183,-104,,,25,24,,,,,,,,,,,,,,,,,
2025-06-13T09:04:40.218+00:00Z,DATA_ACK_SENT,,,,,,,183,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:04:40.219+00:00Z,DECODE_SUCCESS_DUMMY,183,-104,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:04:43.549+00:00Z,CTRL_PKT_RECV,184,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:04:43.562+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,184,0x55,,,,,,,,,,,,,,,
2025-06-13T09:05:00.564+00:00Z,CTRL_PKT_RECV,186,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:05:00.574+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,186,0x55,,,,,,,,,,,,,,,
2025-06-13T09:05:16.587+00:00Z,CTRL_PKT_RECV,187,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:05:16.602+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,187,0x55,,,,,,,,,,,,,,,
2025-06-13T09:05:32.611+00:00Z,CTRL_PKT_RECV,188,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:05:32.622+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,188,0x55,,,,,,,,,,,,,,,
2025-06-13T09:05:48.628+00:00Z,CTRL_PKT_RECV,189,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:05:48.638+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,189,0x55,,,,,,,,,,,,,,,
2025-06-13T09:06:04.641+00:00Z,CTRL_PKT_RECV,190,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:06:04.654+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,190,0x55,,,,,,,,,,,,,,,
2025-06-13T09:06:20.648+00:00Z,CTRL_PKT_RECV,191,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:06:20.658+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,191,0x55,,,,,,,,,,,,,,,
2025-06-13T09:06:36.670+00:00Z,CTRL_PKT_RECV,192,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:06:36.682+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,192,0x55,,,,,,,,,,,,,,,
2025-06-13T09:06:52.693+00:00Z,CTRL_PKT_RECV,193,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:06:52.706+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,193,0x55,,,,,,,,,,,,,,,
2025-06-13T09:07:08.717+00:00Z,CTRL_PKT_RECV,194,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:07:08.730+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,194,0x55,,,,,,,,,,,,,,,
2025-06-13T09:07:24.741+00:00Z,CTRL_PKT_RECV,195,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:07:24.754+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,195,0x55,,,,,,,,,,,,,,,
2025-06-13T09:07:40.765+00:00Z,CTRL_PKT_RECV,196,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:07:40.774+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,196,0x55,,,,,,,,,,,,,,,
2025-06-13T09:07:56.790+00:00Z,CTRL_PKT_RECV,197,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:07:56.802+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,197,0x55,,,,,,,,,,,,,,,
2025-06-13T09:08:00.000+00:00Z,DATA_FRAME_RECV,197,-104,,,25,24,,,,,,,,,,,,,,,,,
2025-06-13T09:08:00.010+00:00Z,DATA_ACK_SENT,,,,,,,197,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:08:00.011+00:00Z,DECODE_SUCCESS_DUMMY,197,-104,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:08:15.176+00:00Z,CTRL_PKT_RECV,198,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:08:15.186+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,198,0x55,,,,,,,,,,,,,,,
2025-06-13T09:08:18.387+00:00Z,DATA_FRAME_RECV,198,-104,,,25,24,,,,,,,,,,,,,,,,,
2025-06-13T09:08:18.398+00:00Z,DATA_ACK_SENT,,,,,,,198,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:08:18.399+00:00Z,DECODE_SUCCESS_DUMMY,198,-104,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:08:33.564+00:00Z,CTRL_PKT_RECV,199,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:08:33.574+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,199,0x55,,,,,,,,,,,,,,,
2025-06-13T09:08:36.774+00:00Z,DATA_FRAME_RECV,199,-104,,,25,24,,,,,,,,,,,,,,,,,
2025-06-13T09:08:36.786+00:00Z,DATA_ACK_SENT,,,,,,,199,0xaa,,,,,,,,,,,,,,,
2025-06-13T09:08:36.787+00:00Z,DECODE_SUCCESS_DUMMY,199,-104,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-13T09:11:06.609+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:11:06.611+00:00Z,PDR_CALCULATED,,,11.00% (22/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T09:11:06.612+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:13:11.283+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:13:18.291+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:13:21.255+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:13:21.266+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T09:13:21.267+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:13:37.330+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:13:53.355+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:13:54.237+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:13:54.238+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T09:13:54.239+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:13:55.306+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:14:02.314+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:14:09.323+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:14:09.329+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:14:09.342+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T09:14:09.343+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:14:25.402+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:14:41.426+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:14:57.450+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:15:13.460+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:15:21.894+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:15:21.895+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T09:15:21.896+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:15:23.488+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:15:27.689+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:15:27.702+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T09:15:27.703+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:15:43.756+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:15:59.767+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:16:15.797+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:16:31.821+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:16:47.845+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T09:16:56.017+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:16:56.018+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T09:16:56.019+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:16:57.208+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:03.819+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:03.830+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T09:17:03.831+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:06.162+00:00Z,CTRL_PKT_RECV,0,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:06.174+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,0,0x55,,,,,,,,,,,,,,,
2025-06-13T09:17:09.504+00:00Z,CTRL_PKT_RECV,1,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:09.514+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,1,0x55,,,,,,,,,,,,,,,
2025-06-13T09:17:26.535+00:00Z,CTRL_PKT_RECV,3,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T09:17:26.546+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,3,0x55,,,,,,,,,,,,,,,
2025-06-13T09:17:29.565+00:00Z,DATA_FRAME_RECV,3,-103,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T09:17:29.578+00:00Z,DATA_ACK_SENT,,,,,,,3,0xaa,,,,,,,,,,,,,,,
