log_timestamp_utc,event_type,frame_seq_recv,rssi_dbm,notes,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,ack_seq_sent,ack_type_sent_hex,is_decoded_ts_valid,calculated_latency_ms,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-13T11:04:34.782+00:00Z,DATA_ACK_SENT,,,,,,,94,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:04:34.783+00:00Z,DECODE_SUCCESS_DUMMY,94,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:04:38.111+00:00Z,CTRL_PKT_RECV,95,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:04:38.122+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,95,0x55,,,,,,,,,,,,,,,
2025-06-13T11:05:00.145+00:00Z,CTRL_PKT_RECV,97,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:05:00.154+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,97,0x55,,,,,,,,,,,,,,,
2025-06-13T11:05:21.152+00:00Z,CTRL_PKT_RECV,98,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:05:21.162+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,98,0x55,,,,,,,,,,,,,,,
2025-06-13T11:05:24.182+00:00Z,DATA_FRAME_RECV,98,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:05:24.194+00:00Z,DATA_ACK_SENT,,,,,,,98,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:05:24.195+00:00Z,DECODE_SUCCESS_DUMMY,98,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:05:27.523+00:00Z,CTRL_PKT_RECV,99,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:05:27.534+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,99,0x55,,,,,,,,,,,,,,,
2025-06-13T11:05:49.557+00:00Z,CTRL_PKT_RECV,101,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:05:49.570+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,101,0x55,,,,,,,,,,,,,,,
2025-06-13T11:05:52.587+00:00Z,DATA_FRAME_RECV,101,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:05:52.598+00:00Z,DATA_ACK_SENT,,,,,,,101,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:05:52.599+00:00Z,DECODE_SUCCESS_DUMMY,101,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:05:55.929+00:00Z,CTRL_PKT_RECV,102,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:05:55.938+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,102,0x55,,,,,,,,,,,,,,,
2025-06-13T11:06:17.963+00:00Z,CTRL_PKT_RECV,104,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:06:17.974+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,104,0x55,,,,,,,,,,,,,,,
2025-06-13T11:06:20.992+00:00Z,DATA_FRAME_RECV,104,-100,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:06:21.002+00:00Z,DATA_ACK_SENT,,,,,,,104,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:06:21.004+00:00Z,DECODE_SUCCESS_DUMMY,104,-100,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:06:24.334+00:00Z,CTRL_PKT_RECV,105,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:06:24.346+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,105,0x55,,,,,,,,,,,,,,,
2025-06-13T11:06:46.368+00:00Z,CTRL_PKT_RECV,107,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:06:46.378+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,107,0x55,,,,,,,,,,,,,,,
2025-06-13T11:06:49.398+00:00Z,DATA_FRAME_RECV,107,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:06:49.410+00:00Z,DATA_ACK_SENT,,,,,,,107,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:06:49.412+00:00Z,DECODE_SUCCESS_DUMMY,107,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:06:52.739+00:00Z,CTRL_PKT_RECV,108,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:06:52.750+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,108,0x55,,,,,,,,,,,,,,,
2025-06-13T11:07:14.775+00:00Z,CTRL_PKT_RECV,110,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:07:14.786+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,110,0x55,,,,,,,,,,,,,,,
2025-06-13T11:07:17.805+00:00Z,DATA_FRAME_RECV,110,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:07:17.814+00:00Z,DATA_ACK_SENT,,,,,,,110,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:07:17.815+00:00Z,DECODE_SUCCESS_DUMMY,110,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:07:21.146+00:00Z,CTRL_PKT_RECV,111,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:07:21.158+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,111,0x55,,,,,,,,,,,,,,,
2025-06-13T11:07:43.169+00:00Z,CTRL_PKT_RECV,113,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:07:43.182+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,113,0x55,,,,,,,,,,,,,,,
2025-06-13T11:07:46.199+00:00Z,DATA_FRAME_RECV,113,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:07:46.210+00:00Z,DATA_ACK_SENT,,,,,,,113,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:07:46.211+00:00Z,DECODE_SUCCESS_DUMMY,113,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:07:49.541+00:00Z,CTRL_PKT_RECV,114,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:07:49.550+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,114,0x55,,,,,,,,,,,,,,,
2025-06-13T11:08:11.558+00:00Z,CTRL_PKT_RECV,116,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:08:11.570+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,116,0x55,,,,,,,,,,,,,,,
2025-06-13T11:08:32.587+00:00Z,CTRL_PKT_RECV,117,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:08:32.598+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,117,0x55,,,,,,,,,,,,,,,
2025-06-13T11:08:35.616+00:00Z,DATA_FRAME_RECV,117,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:08:35.626+00:00Z,DATA_ACK_SENT,,,,,,,117,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:08:35.627+00:00Z,DECODE_SUCCESS_DUMMY,117,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:08:38.958+00:00Z,CTRL_PKT_RECV,118,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:08:38.970+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,118,0x55,,,,,,,,,,,,,,,
2025-06-13T11:09:00.996+00:00Z,CTRL_PKT_RECV,120,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:09:01.006+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,120,0x55,,,,,,,,,,,,,,,
2025-06-13T11:09:04.026+00:00Z,DATA_FRAME_RECV,120,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:09:04.038+00:00Z,DATA_ACK_SENT,,,,,,,120,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:09:04.039+00:00Z,DECODE_SUCCESS_DUMMY,120,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:09:07.368+00:00Z,CTRL_PKT_RECV,121,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:09:07.378+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,121,0x55,,,,,,,,,,,,,,,
2025-06-13T11:09:29.386+00:00Z,CTRL_PKT_RECV,123,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:09:29.398+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,123,0x55,,,,,,,,,,,,,,,
2025-06-13T11:09:32.415+00:00Z,DATA_FRAME_RECV,123,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:09:32.426+00:00Z,DATA_ACK_SENT,,,,,,,123,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:09:32.428+00:00Z,DECODE_SUCCESS_DUMMY,123,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:09:35.757+00:00Z,CTRL_PKT_RECV,124,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:09:35.766+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,124,0x55,,,,,,,,,,,,,,,
2025-06-13T11:09:57.794+00:00Z,CTRL_PKT_RECV,126,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:09:57.806+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,126,0x55,,,,,,,,,,,,,,,
2025-06-13T11:10:00.823+00:00Z,DATA_FRAME_RECV,126,-100,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:10:00.834+00:00Z,DATA_ACK_SENT,,,,,,,126,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:10:00.835+00:00Z,DECODE_SUCCESS_DUMMY,126,-100,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:10:04.165+00:00Z,CTRL_PKT_RECV,127,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:10:04.178+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,127,0x55,,,,,,,,,,,,,,,
2025-06-13T11:10:26.203+00:00Z,CTRL_PKT_RECV,129,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:10:26.214+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,129,0x55,,,,,,,,,,,,,,,
2025-06-13T11:10:29.232+00:00Z,DATA_FRAME_RECV,129,-105,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:10:29.242+00:00Z,DATA_ACK_SENT,,,,,,,129,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:10:29.243+00:00Z,DECODE_SUCCESS_DUMMY,129,-105,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:10:32.574+00:00Z,CTRL_PKT_RECV,130,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:10:32.586+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,130,0x55,,,,,,,,,,,,,,,
2025-06-13T11:10:54.594+00:00Z,CTRL_PKT_RECV,132,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:10:54.606+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,132,0x55,,,,,,,,,,,,,,,
2025-06-13T11:10:57.624+00:00Z,DATA_FRAME_RECV,132,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:10:57.634+00:00Z,DATA_ACK_SENT,,,,,,,132,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:10:57.636+00:00Z,DECODE_SUCCESS_DUMMY,132,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:11:00.966+00:00Z,CTRL_PKT_RECV,133,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:11:00.978+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,133,0x55,,,,,,,,,,,,,,,
2025-06-13T11:11:22.994+00:00Z,CTRL_PKT_RECV,135,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:11:23.006+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,135,0x55,,,,,,,,,,,,,,,
2025-06-13T11:11:26.024+00:00Z,DATA_FRAME_RECV,135,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:11:26.034+00:00Z,DATA_ACK_SENT,,,,,,,135,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:11:26.036+00:00Z,DECODE_SUCCESS_DUMMY,135,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:11:29.365+00:00Z,CTRL_PKT_RECV,136,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:11:29.378+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,136,0x55,,,,,,,,,,,,,,,
2025-06-13T11:11:51.400+00:00Z,CTRL_PKT_RECV,138,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:11:51.410+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,138,0x55,,,,,,,,,,,,,,,
2025-06-13T11:11:54.430+00:00Z,DATA_FRAME_RECV,138,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:11:54.442+00:00Z,DATA_ACK_SENT,,,,,,,138,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:11:54.443+00:00Z,DECODE_SUCCESS_DUMMY,138,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:12:14.775+00:00Z,CTRL_PKT_RECV,139,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:12:14.786+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,139,0x55,,,,,,,,,,,,,,,
2025-06-13T11:12:17.804+00:00Z,DATA_FRAME_RECV,139,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:12:17.814+00:00Z,DATA_ACK_SENT,,,,,,,139,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:12:17.815+00:00Z,DECODE_SUCCESS_DUMMY,139,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:12:21.147+00:00Z,CTRL_PKT_RECV,140,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:12:21.158+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,140,0x55,,,,,,,,,,,,,,,
2025-06-13T11:12:43.184+00:00Z,CTRL_PKT_RECV,142,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:12:43.194+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,142,0x55,,,,,,,,,,,,,,,
2025-06-13T11:12:46.214+00:00Z,DATA_FRAME_RECV,142,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:12:46.226+00:00Z,DATA_ACK_SENT,,,,,,,142,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:12:46.227+00:00Z,DECODE_SUCCESS_DUMMY,142,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:12:49.555+00:00Z,CTRL_PKT_RECV,143,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:12:49.566+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,143,0x55,,,,,,,,,,,,,,,
2025-06-13T11:13:11.592+00:00Z,CTRL_PKT_RECV,145,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:13:11.602+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,145,0x55,,,,,,,,,,,,,,,
2025-06-13T11:13:14.621+00:00Z,DATA_FRAME_RECV,145,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:13:14.634+00:00Z,DATA_ACK_SENT,,,,,,,145,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:13:14.635+00:00Z,DECODE_SUCCESS_DUMMY,145,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:13:17.963+00:00Z,CTRL_PKT_RECV,146,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:13:17.974+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,146,0x55,,,,,,,,,,,,,,,
2025-06-13T11:13:40.000+00:00Z,CTRL_PKT_RECV,148,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:13:40.010+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,148,0x55,,,,,,,,,,,,,,,
2025-06-13T11:13:43.029+00:00Z,DATA_FRAME_RECV,148,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:13:43.042+00:00Z,DATA_ACK_SENT,,,,,,,148,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:13:43.043+00:00Z,DECODE_SUCCESS_DUMMY,148,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:14:03.383+00:00Z,CTRL_PKT_RECV,149,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:14:03.394+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,149,0x55,,,,,,,,,,,,,,,
2025-06-13T11:14:06.413+00:00Z,DATA_FRAME_RECV,149,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:14:06.426+00:00Z,DATA_ACK_SENT,,,,,,,149,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:14:06.427+00:00Z,DECODE_SUCCESS_DUMMY,149,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:14:09.755+00:00Z,CTRL_PKT_RECV,150,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:14:09.766+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,150,0x55,,,,,,,,,,,,,,,
2025-06-13T11:14:31.791+00:00Z,CTRL_PKT_RECV,152,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:14:31.802+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,152,0x55,,,,,,,,,,,,,,,
2025-06-13T11:14:34.821+00:00Z,DATA_FRAME_RECV,152,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:14:34.834+00:00Z,DATA_ACK_SENT,,,,,,,152,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:14:34.835+00:00Z,DECODE_SUCCESS_DUMMY,152,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:14:38.162+00:00Z,CTRL_PKT_RECV,153,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:14:38.174+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,153,0x55,,,,,,,,,,,,,,,
2025-06-13T11:15:00.179+00:00Z,CTRL_PKT_RECV,155,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:15:00.190+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,155,0x55,,,,,,,,,,,,,,,
2025-06-13T11:15:03.209+00:00Z,DATA_FRAME_RECV,155,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:15:03.222+00:00Z,DATA_ACK_SENT,,,,,,,155,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:15:03.223+00:00Z,DECODE_SUCCESS_DUMMY,155,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:15:06.550+00:00Z,CTRL_PKT_RECV,156,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:15:06.562+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,156,0x55,,,,,,,,,,,,,,,
2025-06-13T11:15:28.586+00:00Z,CTRL_PKT_RECV,158,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:15:28.598+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,158,0x55,,,,,,,,,,,,,,,
2025-06-13T11:15:31.615+00:00Z,DATA_FRAME_RECV,158,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:15:31.626+00:00Z,DATA_ACK_SENT,,,,,,,158,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:15:31.627+00:00Z,DECODE_SUCCESS_DUMMY,158,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:15:34.957+00:00Z,CTRL_PKT_RECV,159,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:15:34.970+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,159,0x55,,,,,,,,,,,,,,,
2025-06-13T11:15:56.994+00:00Z,CTRL_PKT_RECV,161,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:15:57.006+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,161,0x55,,,,,,,,,,,,,,,
2025-06-13T11:16:00.023+00:00Z,DATA_FRAME_RECV,161,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:16:00.034+00:00Z,DATA_ACK_SENT,,,,,,,161,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:16:00.036+00:00Z,DECODE_SUCCESS_DUMMY,161,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:16:03.365+00:00Z,CTRL_PKT_RECV,162,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:16:03.378+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,162,0x55,,,,,,,,,,,,,,,
2025-06-13T11:16:25.402+00:00Z,CTRL_PKT_RECV,164,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:16:25.414+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,164,0x55,,,,,,,,,,,,,,,
2025-06-13T11:16:28.431+00:00Z,DATA_FRAME_RECV,164,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:16:28.442+00:00Z,DATA_ACK_SENT,,,,,,,164,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:16:28.443+00:00Z,DECODE_SUCCESS_DUMMY,164,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:16:31.774+00:00Z,CTRL_PKT_RECV,165,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:16:31.786+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,165,0x55,,,,,,,,,,,,,,,
2025-06-13T11:16:53.808+00:00Z,CTRL_PKT_RECV,167,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:16:53.818+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,167,0x55,,,,,,,,,,,,,,,
2025-06-13T11:16:56.838+00:00Z,DATA_FRAME_RECV,167,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:16:56.850+00:00Z,DATA_ACK_SENT,,,,,,,167,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:16:56.851+00:00Z,DECODE_SUCCESS_DUMMY,167,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:17:00.179+00:00Z,CTRL_PKT_RECV,168,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:17:00.190+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,168,0x55,,,,,,,,,,,,,,,
2025-06-13T11:17:22.196+00:00Z,CTRL_PKT_RECV,170,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:17:22.206+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,170,0x55,,,,,,,,,,,,,,,
2025-06-13T11:17:25.226+00:00Z,DATA_FRAME_RECV,170,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:17:25.239+00:00Z,DATA_ACK_SENT,,,,,,,170,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:17:25.240+00:00Z,DECODE_SUCCESS_DUMMY,170,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:17:28.567+00:00Z,CTRL_PKT_RECV,171,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:17:28.578+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,171,0x55,,,,,,,,,,,,,,,
2025-06-13T11:17:50.604+00:00Z,CTRL_PKT_RECV,173,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:17:50.614+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,173,0x55,,,,,,,,,,,,,,,
2025-06-13T11:17:53.633+00:00Z,DATA_FRAME_RECV,173,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:17:53.646+00:00Z,DATA_ACK_SENT,,,,,,,173,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:17:53.647+00:00Z,DECODE_SUCCESS_DUMMY,173,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:17:56.975+00:00Z,CTRL_PKT_RECV,174,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:17:56.986+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,174,0x55,,,,,,,,,,,,,,,
2025-06-13T11:18:19.010+00:00Z,CTRL_PKT_RECV,176,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:18:19.022+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,176,0x55,,,,,,,,,,,,,,,
2025-06-13T11:18:22.040+00:00Z,DATA_FRAME_RECV,176,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:18:22.050+00:00Z,DATA_ACK_SENT,,,,,,,176,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:18:22.051+00:00Z,DECODE_SUCCESS_DUMMY,176,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:18:25.382+00:00Z,CTRL_PKT_RECV,177,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:18:25.394+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,177,0x55,,,,,,,,,,,,,,,
2025-06-13T11:18:47.417+00:00Z,CTRL_PKT_RECV,179,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:18:47.426+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,179,0x55,,,,,,,,,,,,,,,
2025-06-13T11:18:50.446+00:00Z,DATA_FRAME_RECV,179,-101,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:18:50.458+00:00Z,DATA_ACK_SENT,,,,,,,179,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:18:50.459+00:00Z,DECODE_SUCCESS_DUMMY,179,-101,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T11:18:53.788+00:00Z,CTRL_PKT_RECV,180,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:18:53.798+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,180,0x55,,,,,,,,,,,,,,,
2025-06-13T11:19:15.824+00:00Z,CTRL_PKT_RECV,182,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T11:19:15.834+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,182,0x55,,,,,,,,,,,,,,,
2025-06-13T11:19:18.853+00:00Z,DATA_FRAME_RECV,182,-100,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T11:19:18.866+00:00Z,DATA_ACK_SENT,,,,,,,182,0xaa,,,,,,,,,,,,,,,
2025-06-13T11:19:18.867+00:00Z,DECODE_SUCCESS_DUMMY,182,-100,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
